oldText,newText,sameLength,editDist_0,editDistAbove1,editDistBelow3,editDist_1andcaseChange,punct_diff,ERROR_TYPE
aroused,aroused,1,1,0,0,0,0,0
10,10,1,1,0,0,0,0,0
cents,cents,1,1,0,0,0,0,0
worth.,worth.,1,1,0,0,0,0,0
Must,Must,1,1,0,0,0,0,0
Be,Be,1,1,0,0,0,0,0
Filed,Filed,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
Hay.,May.,1,0,0,0,0,0,4
Tp,E.,1,0,1,1,0,1,5
A.,A.,1,1,0,0,0,0,0
FREEMAN,FREEMAN,1,1,0,0,0,0,0
Attorney-at-Xaw,Attorney-at-Law,1,0,0,0,0,0,4
"Jackson,","Jackson,",1,1,0,0,0,0,0
Cal.,Cal.,1,1,0,0,0,0,0
ACAMINBTTI,A.,0,0,0,0,0,1,5
~T\,D.,0,0,0,0,0,1,5
li.,B.,0,0,1,1,0,0,1
SPAGNOLI,SPAGNOLI,1,1,0,0,0,0,0
Published,Published,1,1,0,0,0,0,0
Fridays,Fridays,1,1,0,0,0,0,0
by,by,1,1,0,0,0,0,0
Six,Six,1,1,0,0,0,0,0
Months,Months,1,1,0,0,0,0,0
...„.•,0,0,0,0,0,0,0,2
1,1,1,1,0,0,0,0,0
25,25,1,1,0,0,0,0,0
P.,P.,1,1,0,0,0,0,0
BUFFIN6TON,BUFFINGTON,1,0,0,0,0,0,4
:,:,1,1,0,0,0,0,0
",",",",1,1,0,0,0,0,0
i),:,0,0,1,1,0,1,5
,:,0,0,1,1,0,1,5
:,0,1,0,0,0,1,1,5
:,Editor,0,0,0,0,0,1,5
0,and,0,0,0,0,0,0,2
Editor,Manager,0,0,0,0,0,0,2
in,MUCH,0,0,0,0,0,0,2
mini,CAPITAL,0,0,0,0,0,0,2
is,IS,1,0,1,1,0,0,1
inn,INVESTED,0,0,0,0,0,0,2
in,IN,1,0,1,1,0,0,1
mi,THE,0,0,0,0,0,0,2
hhri,INDUSTRY,0,0,0,0,0,0,2
The,The,1,1,0,0,0,0,0
continuous.,continuous,0,0,1,1,0,1,5
bucket,bucket,1,1,0,0,0,0,0
type,type,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
dredge,dredge,1,1,0,0,0,0,0
three-fourths,three-fourths,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
the'V,the,0,0,1,1,0,0,1
boat's',boat's',1,1,0,0,0,0,0
length^,length.,1,0,0,0,1,1,5
The,The,1,1,0,0,0,0,0
buckets,buckets,1,1,0,0,0,0,0
are,are,1,1,0,0,0,0,0
:,generally,0,0,0,0,0,1,5
!,thirty-,0,0,0,0,0,1,5
eight,eight,1,1,0,0,0,0,0
.in.,in.,0,0,1,1,0,0,1
number,number,1,1,0,0,0,0,0
".of,",".of,",1,1,0,0,0,0,0
three,three,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
one-,one-,1,1,0,0,0,0,0
quarter,quarter,1,1,0,0,0,0,0
cubic,cubic,1,1,0,0,0,0,0
feet,feet,1,1,0,0,0,0,0
"capacity,'","capacity,",0,0,1,1,0,1,5
fastenotFon,fastened,0,0,0,0,0,0,2
to,to,1,1,0,0,0,0,0
whatever,whatever,1,1,0,0,0,0,0
point,point,1,1,0,0,0,0,0
is,is,1,1,0,0,0,0,0
designed.,designed.,1,1,0,0,0,0,0
0,If,0,0,1,1,0,0,1
If,suc-,0,0,0,0,0,1,5
"cessful,","cessful,",1,1,0,0,0,0,0
this,this,1,1,0,0,0,0,0
plan,plan,1,1,0,0,0,0,0
.will,.will,1,1,0,0,0,0,0
add,add,1,1,0,0,0,0,0
much,much,1,1,0,0,0,0,0
#NAME?,to,0,0,0,0,0,1,5
",",BORN.,0,0,0,0,0,1,5
MOYLE.—,MOYLE.—,1,1,0,0,0,0,0
In,In,1,1,0,0,0,0,0
South,South,1,1,0,0,0,0,0
"Jackson,","Jackson,",1,1,0,0,0,0,0
March,March,1,1,0,0,0,0,0
16,"16,",0,0,1,1,0,1,5
"1000,",1900,0,0,1,1,0,1,5
to,to,1,1,0,0,0,0,0
:,Mr.,0,0,0,0,0,1,5
Mr.,and,1,0,1,0,0,1,5
and,Mrs.,0,0,0,0,0,1,5
Mrs.,John,1,0,1,0,0,1,5
John,"Moyle,",0,0,0,0,0,1,5
Moy,a,0,0,0,0,0,0,2
"le,",daughter.,0,0,0,0,0,1,5
,Mr.,0,0,0,0,0,1,5
Mr.,and,1,0,1,0,0,1,5
and,Mrs.,0,0,0,0,0,1,5
Mrs.,Sherman,0,0,0,0,0,1,5
Sherman,"Clark,",0,0,0,0,0,1,5
"Clark,",a,0,0,0,0,0,1,5
a,daughter.,0,0,0,0,0,1,5
,Notice,0,0,0,0,0,0,2
Notice,to,0,0,0,0,0,0,2
to,Creditors.,0,0,0,0,0,1,5
•,Estate,0,0,0,0,0,0,2
Estate,of,0,0,0,0,0,0,2
of,Rudolph,0,0,0,0,0,0,2
Rudolph,"Schneebely,",0,0,0,0,0,1,5
"Schneebely,",deceased.,0,0,0,0,0,1,5
"""\rOTICE",NOTICE,0,0,0,0,0,0,2
IS,IS,1,1,0,0,0,0,0
HEREBY.,HEREBY.,1,1,0,0,0,0,0
GIVEN,GIVEN,1,1,0,0,0,0,0
BY,BY,1,1,0,0,0,0,0
"THe""",THE,0,0,1,1,0,1,5
.!_&gt;,"undersigned,",0,0,0,0,0,1,5
"undersigned,",administrator,0,0,0,0,0,1,5
administrator,of,0,0,0,0,0,0,2
of,the,0,0,0,0,0,0,2
the-,estate,0,0,0,0,0,1,5
estate,of,0,0,0,0,0,0,2
Rudolph,Rudolph,1,1,0,0,0,0,0
"Scbnrcbely,","Schneebely,",1,0,1,0,0,0,2
"deceased,-","deceased,-",1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
creditors,creditors,1,1,0,0,0,0,0
LIVE,LIVE,1,1,0,0,0,0,0
:,BUSINESS,0,0,0,0,0,1,5
BUSINESS,HOUSES.,0,0,0,0,0,1,5
HOUSES.,0,0,0,0,0,0,1,5
•i,Complete,0,0,0,0,0,0,2
•i;,New,0,0,0,0,0,1,5
11I5W,Stock,1,0,1,0,0,0,2
i3IOGK,Received,0,0,0,0,0,0,2
g±i,Composed,0,0,0,0,0,0,2
\,of,0,0,1,1,0,1,5
Composed,all,0,0,0,0,0,0,2
of,kinds,0,0,0,0,0,0,2
all,of,0,0,0,0,0,0,2
kinds,goods,1,0,1,0,0,0,2
of,for,0,0,1,1,0,0,1
goods,Winter,0,0,0,0,0,0,2
for,Wear,0,0,0,0,0,0,2
Hi,Vicuna,0,0,0,0,0,0,2
,Wool,0,0,0,0,0,0,2
VlCHTlrl,Underclothing,0,0,0,0,0,0,2
v'a,a,0,0,1,1,0,0,1
Good,Good,1,1,0,0,0,0,0
Time.,Time.,1,1,0,0,0,0,0
Charles,Charles,1,1,0,0,0,0,0
Bornetti,Burnetti,1,0,0,0,0,0,4
Injured,Injured,1,1,0,0,0,0,0
By,By,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
Falling,Falling,1,1,0,0,0,0,0
Bock,Bock,1,1,0,0,0,0,0
"Canyon,","Canyon,",1,1,0,0,0,0,0
March,March,1,1,0,0,0,0,0
"38,","28,",1,0,0,0,0,0,4
I'JOO.,1900,0,0,0,0,0,1,5
Angels,Angels,1,1,0,0,0,0,0
puid,paid,1,0,0,0,0,0,4
Canyon,Canyon,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
vinit,visit,1,0,0,0,0,0,4
last,last,1,1,0,0,0,0,0
week.,week.,1,1,0,0,0,0,0
into,into,1,1,0,0,0,0,0
tho,tho,1,1,0,0,0,0,0
housi;,house,0,0,1,1,0,1,5
of,of,1,1,0,0,0,0,0
J.,J.,1,1,0,0,0,0,0
Dohman.,Dohman.,1,1,0,0,0,0,0
"Plymouth,'","Plymouth,",0,0,1,1,0,1,5
visited,visited,1,1,0,0,0,0,0
Canyon,Canyon,1,1,0,0,0,0,0
last,last,1,1,0,0,0,0,0
week.,week.,1,1,0,0,0,0,0
Misses,Misses,1,1,0,0,0,0,0
Emma,Emma,1,1,0,0,0,0,0
Faictta,Faretta,1,0,1,1,0,0,1
and,and,1,1,0,0,0,0,0
Laura,Laura,1,1,0,0,0,0,0
Smith's,Smith's,1,1,0,0,0,0,0
Flat,Flat,1,1,0,0,0,0,0
yestorday.,yesterday.,1,0,0,0,0,0,4
Miss,Miss,1,1,0,0,0,0,0
F'iretta,Faretta,0,0,1,1,0,0,1
is,is,1,1,0,0,0,0,0
visiting,visiting,1,1,0,0,0,0,0
relatives,relatives,1,1,0,0,0,0,0
here.,here.,1,1,0,0,0,0,0
Mr.,Mr.,1,1,0,0,0,0,0
George,George,1,1,0,0,0,0,0
Gleason.d,"Gleason,",0,0,1,1,0,1,5
who,who,1,1,0,0,0,0,0
has*,has,0,0,1,1,0,1,5
been,been,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
"Dakota,","Dakota,",1,1,0,0,0,0,0
returned.,returned.,1,1,0,0,0,0,0
last;,last;,1,1,0,0,0,0,0
week,week,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
Visit,visit,1,0,0,0,1,0,3
friends,friends,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
relatives,relatives,1,1,0,0,0,0,0
In,In,1,1,0,0,0,0,0
Madera,Madera,1,1,0,0,0,0,0
"county""""",county.,0,0,1,1,0,1,5
Mr.,Mr.,1,1,0,0,0,0,0
"Town'er,","Towner,",0,0,1,1,0,0,1
the,the,1,1,0,0,0,0,0
gospel,gospel,1,1,0,0,0,0,0
singer.^ar-,singer,0,0,0,0,0,1,5
rived,rived,1,1,0,0,0,0,0
Saturday,Saturday,1,1,0,0,0,0,0
night.,night.,1,1,0,0,0,0,0
"sisters,","sisters,",1,1,0,0,0,0,0
#NAME?,#NAME?,1,1,0,0,0,0,0
Moyle,Moyle,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
"Mrs.""",Mrs.,0,0,1,1,0,1,5
"Cole,","Cole,",1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
Mr.,Mr.,1,1,0,0,0,0,0
"Northey,","Northey,",1,1,0,0,0,0,0
visited,visited,1,1,0,0,0,0,0
relatives,relatives,1,1,0,0,0,0,0
here,here,1,1,0,0,0,0,0
"Mrs.""",Mrs.,0,0,1,1,0,1,5
Susie,Susie,1,1,0,0,0,0,0
Inman,Inman,1,1,0,0,0,0,0
spent,spent,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
few,few,1,1,0,0,0,0,0
days,days,1,1,0,0,0,0,0
last,last,1,1,0,0,0,0,0
week,week,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
Jackson.,Jackson.,1,1,0,0,0,0,0
Miss,Miss,1,1,0,0,0,0,0
Lynch,Lynch,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
San,San,1,1,0,0,0,0,0
Francisco,Francisco,1,1,0,0,0,0,0
i,is,0,0,1,1,0,0,1
3,here,0,0,0,0,0,0,2
Amador,Amador,1,1,0,0,0,0,0
City.,City.,1,1,0,0,0,0,0
visited,visited,1,1,0,0,0,0,0
relatives,relatives,1,1,0,0,0,0,0
here,here,1,1,0,0,0,0,0
Sunday.,Sunday.,1,1,0,0,0,0,0
took*,took,0,0,1,1,0,1,5
place,place,1,1,0,0,0,0,0
at,at,1,1,0,0,0,0,0
Sutter,Sutter,1,1,0,0,0,0,0
"Creek""","Creek""",1,1,0,0,0,0,0
Sunday,Sunday,1,1,0,0,0,0,0
afternoon.!;',afternoon.',0,0,1,1,0,0,1
guest,guest,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
Miss,Miss,1,1,0,0,0,0,0
Martin.,Martin.,1,1,0,0,0,0,0
Mr.,Mr.,1,1,0,0,0,0,0
Whitaker,Whitaker,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
Mr/,Mr.,1,0,0,0,1,1,5
Little,Little,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
Sut-,Sut-,1,1,0,0,0,0,0
Monday,Monday,1,1,0,0,0,0,0
night.,night.,1,1,0,0,0,0,0
Assessment,Assessment,1,1,0,0,0,0,0
Notice.,Notice.,1,1,0,0,0,0,0
on,on,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
ninth,ninth,1,1,0,0,0,0,0
day,day,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
"February,","February,",1,1,0,0,0,0,0
"19U0,","1900,",1,0,0,0,0,0,4
an,an,1,1,0,0,0,0,0
assess-,assess-,1,1,0,0,0,0,0
S3,MISCELLANEOUS.,0,0,0,0,0,1,5
THE,The,1,0,1,1,0,0,1
~ISOCTOR^^,Doctors,0,0,0,0,0,1,5
WT^aMMWSo.,Dr.,0,0,0,0,0,0,2
A,A,1,1,0,0,0,0,0
Serious,Serious,1,1,0,0,0,0,0
Accident,Accident,1,1,0,0,0,0,0
at,at,1,1,0,0,0,0,0
i,the,0,0,0,0,0,0,2
ACTED,SUSPECTED,0,0,0,0,0,0,2
THIEVES,THIEVES,1,1,0,0,0,0,0
ARE,ARE,1,1,0,0,0,0,0
PLACED,PLACED,1,1,0,0,0,0,0
UNDER,UNDER,1,1,0,0,0,0,0
ARREST,ARREST,1,1,0,0,0,0,0
Eerioui,Serious,1,0,1,1,0,0,1
■,Results.-,0,0,0,0,0,1,5
Eeßult».4Tliey,They,0,0,0,0,0,0,2
Stole,Stole,1,1,0,0,0,0,0
"-""Canned*",Canned*,0,0,1,1,0,0,1
Fruit*,Fruit.,1,0,0,0,1,1,5
"Prospect,","Prospect,",1,1,0,0,0,0,0
San,San,1,1,0,0,0,0,0
"Andreas,","Andreas,",1,1,0,0,0,0,0
March,March,1,1,0,0,0,0,0
"31,","31,",1,1,0,0,0,0,0
19,1900,0,0,1,1,0,0,1
If,If,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
rivalry,rivalry,1,1,0,0,0,0,0
:,between,0,0,0,0,0,1,5
Ifetween,#NAME?,0,0,0,0,0,1,5
#NAME?,various,0,0,0,0,0,1,5
guncl.ubs,gunclubs,0,0,1,1,0,0,1
in,in,1,1,0,0,0,0,0
(,this,0,0,0,0,0,1,5
th^&gt;,county,0,0,0,0,0,1,5
county,"continues,",0,0,0,0,0,1,5
"continues,",it,0,0,0,0,0,1,5
wouldfbe,would,0,0,0,0,0,0,2
0,be,0,0,1,1,0,0,1
"idTisubie,",advisable,0,0,0,0,0,1,5
;,for,0,0,0,0,0,1,5
for,the,1,0,1,0,0,0,2
"*,",club,0,0,0,0,0,1,5
"the,'",that,0,0,0,0,0,1,5
would,would,1,1,0,0,0,0,0
take,take,1,1,0,0,0,0,0
the',the,0,0,1,1,0,1,5
leaivto,"lead,",0,0,0,0,0,1,5
lend,to,0,0,0,0,0,0,2
for,send,0,0,0,0,0,0,2
Dr.B/,for,0,0,0,0,0,1,5
RepnbUean.,Republican.,0,0,0,0,0,0,2
"Placarville,","Placerville,",1,0,0,0,0,0,4
March,March,1,1,0,0,0,0,0
"20,","20,",1,1,0,0,0,0,0
1900.,1900,0,0,1,1,0,1,5
Louis,Louis,1,1,0,0,0,0,0
Ferrari,Ferrari,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
New,Newtown,0,0,0,0,0,0,2
town,was,0,0,0,0,0,0,2
was,badly,0,0,0,0,0,0,2
mine,mine,1,1,0,0,0,0,0
",",",",1,1,0,0,0,0,0
near,near,1,1,0,0,0,0,0
El,El,1,1,0,0,0,0,0
t,Dorado.,0,0,0,0,0,1,5
Dorado.,He,0,0,0,0,0,1,5
He,was,0,0,0,0,0,0,2
was,em-,1,0,1,0,0,1,5
ployed,ployed,1,1,0,0,0,0,0
0,0,1,1,0,0,0,0,0
there'-,there,0,0,1,1,0,1,5
as,as,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
miner,miner,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
while,while,1,1,0,0,0,0,0
Dr.,Dr.,1,1,0,0,0,0,0
"Rantz,","Rantz,",1,1,0,0,0,0,0
■,who,1,0,1,0,0,0,2
who,examined,0,0,0,0,0,0,2
examined,him,0,0,0,0,0,0,2
him,here,0,0,0,0,0,0,2
sent,sent,1,1,0,0,0,0,0
him,him,1,1,0,0,0,0,0
:to,to,0,0,1,1,0,0,1
Dr.,Dr.,1,1,0,0,0,0,0
"Brig^s,","Briggs,",1,0,0,0,0,0,4
the,the,1,1,0,0,0,0,0
Sacra-,Sacra-,1,1,0,0,0,0,0
mento,mento,1,1,0,0,0,0,0
"occulist,","occulist,",1,1,0,0,0,0,0
for,for,1,1,0,0,0,0,0
attention/They,attention.,0,0,0,0,0,1,5
pool.,pool.,1,1,0,0,0,0,0
v,"""",1,0,0,0,1,1,5
"""",0,1,0,0,0,1,1,5
ley,ley,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
his,his,1,1,0,0,0,0,0
home,home,1,1,0,0,0,0,0
"twice,","twice,",1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
week.,week.,1,1,0,0,0,0,0
■,0,0,0,0,0,0,0,2
THE,THE,1,1,0,0,0,0,0
OCEAN,OCEAN,1,1,0,0,0,0,0
PEDDLES.,PEDDLER,0,0,1,1,0,1,5
IN,IN,1,1,0,0,0,0,0
CONTRABAND,CONTRABAND,1,1,0,0,0,0,0
GOODS,GOODS,1,1,0,0,0,0,0
HE,HE,1,1,0,0,0,0,0
fINDS,FINDS,1,0,0,0,1,0,3
Hetnvds,Hetnvds,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
Trading,Trading,1,1,0,0,0,0,0
Vessels,Vessels,1,1,0,0,0,0,0
Tnmt,That,1,0,1,1,0,0,1
Go,Go,1,1,0,0,0,0,0
*»•_,the,0,0,0,0,0,1,5
World—,World—,1,1,0,0,0,0,0
How,How,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
Captain,Captain,1,1,0,0,0,0,0
Oiii-,Dis-,0,0,0,0,0,0,2
■oses,poses,0,0,0,0,0,0,2
of,of,1,1,0,0,0,0,0
His,His,1,1,0,0,0,0,0
Cargo.,Cargo.,1,1,0,0,0,0,0
Tf,E.A.,0,0,0,0,0,1,5
A.,FREEMAN,0,0,0,0,0,1,5
THE,THE,1,1,0,0,0,0,0
AMApQR,AMADOR,1,0,1,1,0,0,1
LEDGER,LEDGER,1,1,0,0,0,0,0
NO,NO,1,1,0,0,0,0,0
DUTr,DUTY,1,0,0,0,0,0,4
ON,ON,1,1,0,0,0,0,0
MATERIAL,MATERIAL,1,1,0,0,0,0,0
FOR,FOR,1,1,0,0,0,0,0
SPECIFIED,SPECIFIED,1,1,0,0,0,0,0
VESSELS,VESSELS,1,1,0,0,0,0,0
■,to,0,0,0,0,0,0,2
to,Shipyard,0,0,0,0,0,0,2
Shipyard,Labor.,0,0,0,0,0,1,5
School,School,1,1,0,0,0,0,0
Census,Census,1,1,0,0,0,0,0
Marshals,Marshals,1,1,0,0,0,0,0
.have,have,0,0,1,1,0,0,1
been,been,1,1,0,0,0,0,0
appointed,appointed,1,1,0,0,0,0,0
by,by,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
District,District,1,1,0,0,0,0,0
=,Trustees,0,0,0,0,0,1,5
Trustees,as,0,0,0,0,0,0,2
follows:,follows:,1,1,0,0,0,0,0
Willard,Willard,1,1,0,0,0,0,0
H.-Vele—,H.-Vele—,1,1,0,0,0,0,0
Aetna,Aetna,1,1,0,0,0,0,0
District),District.,1,0,0,0,1,1,5
R.,R.,1,1,0,0,0,0,0
D.,D.,1,1,0,0,0,0,0
Culbert—,Culbert—,1,1,0,0,0,0,0
Amador,Amador,1,1,0,0,0,0,0
City.,City.,1,1,0,0,0,0,0
Mrs.,Mrs.,1,1,0,0,0,0,0
Austin,Austin,1,1,0,0,0,0,0
Votaw—,Votaw—,1,1,0,0,0,0,0
Bridgeport.,Bridgeport.,1,1,0,0,0,0,0
Mrs.,Mrs.,1,1,0,0,0,0,0
M.,M.,1,1,0,0,0,0,0
B.,B.,1,1,0,0,0,0,0
Orr—,Orr—,1,1,0,0,0,0,0
Camp,Camp,1,1,0,0,0,0,0
Opra.,Opra.,1,1,0,0,0,0,0
■■,Mrs.-,0,0,0,0,0,1,5
Mrs.-,Sara,0,0,0,0,0,1,5
Sara,A.,0,0,0,0,0,1,5
A.,"Weymouth,'",0,0,0,0,0,1,5
"Weymouth,'",Dry,0,0,0,0,0,1,5
Dry,town.,0,0,0,0,0,1,5
•,Mrs.,0,0,0,0,0,1,5
Mrs.,E.,0,0,0,0,0,0,2
E.,S.,1,0,0,0,0,0,4
S.,Taylor—,0,0,0,0,0,1,5
Taylor—,Forest,0,0,0,0,0,0,2
Forest,Home.,0,0,0,0,0,1,5
Mrs.,Mrs.,1,1,0,0,0,0,0
Laura,Laura,1,1,0,0,0,0,0
Shcalor,Shcalor,1,1,0,0,0,0,0
—,—,1,1,0,0,0,0,0
Franklin.,Franklin.,1,1,0,0,0,0,0
Mrs.,Mrs.,1,1,0,0,0,0,0
Allie,Allie,1,1,0,0,0,0,0
M.,M.,1,1,0,0,0,0,0
Barney,Barney,1,1,0,0,0,0,0
—,—,1,1,0,0,0,0,0
Grapevine.,Grapevine.,1,1,0,0,0,0,0
0,James,0,0,0,0,0,0,2
James,McCauley—,0,0,0,0,0,0,2
McCauley—,lone.,0,0,0,0,0,1,5
Miss,Miss,1,1,0,0,0,0,0
Mamie,Mamie,1,1,0,0,0,0,0
Payne—,Payne—,1,1,0,0,0,0,0
Jackson.,Jackson.,1,1,0,0,0,0,0
Mrs.,Mrs.,1,1,0,0,0,0,0
Iva,Iva,1,1,0,0,0,0,0
A.,A.,1,1,0,0,0,0,0
Prouty—Jax,Prouty—Jax,1,1,0,0,0,0,0
Valley.,Valley.,1,1,0,0,0,0,0
Mrs.',Mrs.,0,0,1,1,0,1,5
Mary,Mary,1,1,0,0,0,0,0
Diebold—,Diebold—,1,1,0,0,0,0,0
Julian.,Julian.,1,1,0,0,0,0,0
f,A,1,0,0,0,0,0,4
A,remarkable,0,0,0,0,0,0,2
remarkable,experiment,1,0,1,0,0,0,2
experiment,was,0,0,0,0,0,0,2
was,made,0,0,0,0,0,0,2
recently,recently,1,1,0,0,0,0,0
at,at,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
latarator,laboratory,0,0,0,0,0,0,2
s,of,0,0,1,1,0,0,1
of,Thomas,0,0,0,0,0,0,2
Thomas,A.,0,0,0,0,0,1,5
"Edison,","Edison,",1,1,0,0,0,0,0
when,when,1,1,0,0,0,0,0
a^piece,a,0,0,0,0,0,0,2
of,piece,0,0,0,0,0,0,2
iron,of,0,0,0,0,0,0,2
waV,iron,0,0,0,0,0,0,2
melted,was,0,0,0,0,0,0,2
"inifivelaeconds.*,,",in,0,0,0,0,0,1,5
LouiS*,five,0,0,0,0,0,1,5
Dreyfus,seconds.,0,0,0,0,0,1,5
of,Louis,0,0,0,0,0,0,2
Thermo,Thermo,1,1,0,0,0,0,0
Industrie,Industrie,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
"Es9en,","Essen,",1,0,0,0,0,0,4
"Germany,","Germany,",1,1,0,0,0,0,0
short,short,1,1,0,0,0,0,0
time,time,1,1,0,0,0,0,0
by,by,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
combustion,combustion,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
cer-',cer-,0,0,1,1,0,1,5
WL,LEGAL,0,0,0,0,0,0,2
LEGAL,NOTICES.,0,0,0,0,0,1,5
KOTICB,NOTICE,1,0,1,1,0,0,1
IS,IS,1,1,0,0,0,0,0
HEREBY,HEREBY,1,1,0,0,0,0,0
GIVEN,GIVEN,1,1,0,0,0,0,0
THAT,THAT,1,1,0,0,0,0,0
AT,AT,1,1,0,0,0,0,0
*,SHOES,0,0,0,0,0,1,5
SHOES,AT,0,0,0,0,0,0,2
AT,WHOLESALE,0,0,0,0,0,0,2
The,The,1,1,0,0,0,0,0
largest,largest,1,1,0,0,0,0,0
exclusive,exclusive,1,1,0,0,0,0,0
Shoe,Shoe,1,1,0,0,0,0,0
Stocky,Stock,0,0,1,1,0,0,1
|,in,0,0,1,1,0,1,5
in,Amador,0,0,0,0,0,0,2
Amadof,County,1,0,1,0,0,0,2
County,to,0,0,0,0,0,0,2
tp,be,1,0,1,1,0,0,1
te,closed,0,0,0,0,0,0,2
out,out,1,1,0,0,0,0,0
at,at,1,1,0,0,0,0,0
wholesale,wholesale,1,1,0,0,0,0,0
:,:,1,1,0,0,0,0,0
prices';,prices',0,0,1,1,0,1,5
without,without,1,1,0,0,0,0,0
0,any,0,0,0,0,0,0,2
|,reserve,0,0,0,0,0,1,5
any,whatever.,0,0,0,0,0,1,5
SALE,SALE,1,1,0,0,0,0,0
WILL,WILL,1,1,0,0,0,0,0
BEGIN,BEGIN,1,1,0,0,0,0,0
APRIL,APRIL,1,1,0,0,0,0,0
"I,","I,",1,1,0,0,0,0,0
"J900,","1900,",1,0,0,0,0,0,4
j,And,0,0,0,0,0,0,2
w',continue,0,0,0,0,0,1,5
0,until,0,0,0,0,0,0,2
:,the,0,0,0,0,0,1,5
;,entire,0,0,0,0,0,1,5
And,stock,0,0,0,0,0,0,2
\,is,0,0,1,1,0,1,5
*,closed,0,0,0,0,0,1,5
s,out.,0,0,0,0,0,1,5
c^,No,1,0,1,1,0,1,5
ose^,more,1,0,1,0,0,1,5
ou,repairing,0,0,0,0,0,0,2
:—,A.,0,0,0,0,0,1,5
&gt;,F.,0,0,0,0,0,1,5
A.,"PETERSON,",0,0,0,0,0,1,5
F.,Jackson,0,0,0,0,0,1,5
LAW,LAW,1,1,0,0,0,0,0
AND,AND,1,1,0,0,0,0,0
ABSTEAOT,ABSTRACT,1,0,1,1,0,0,1
OFHOE,OFFICE,0,0,0,0,0,0,2
Labor,Labor,1,1,0,0,0,0,0
Mar,May,1,0,0,0,0,0,4
Be,Be,1,1,0,0,0,0,0
Scarce.,Scarce.,1,1,0,0,0,0,0
0,At,0,0,1,1,0,0,1
At,a,0,0,1,1,0,0,1
a,rough,0,0,0,0,0,0,2
rough,estimate,0,0,0,0,0,0,2
estimate,in,0,0,0,0,0,0,2
in,the,0,0,0,0,0,0,2
the,neighbor-,0,0,0,0,0,1,5
"1,500;;","1,500;",0,0,1,1,0,0,1
the,the,1,1,0,0,0,0,0
California,California,1,1,0,0,0,0,0
Northwestern,Northwestern,1,1,0,0,0,0,0
needed,needed,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
harvest,harvest,1,1,0,0,0,0,0
"fields,","fields,",1,1,0,0,0,0,0
fruit,fruit,1,1,0,0,0,0,0
orcl^',orch-,0,0,0,0,0,1,5
ards,ards,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
beet,beet,1,1,0,0,0,0,0
"ranches,","ranches,",1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
■,you,1,0,1,0,0,0,2
you,have,0,0,0,0,0,0,2
have,a,0,0,0,0,0,0,2
total,total,1,1,0,0,0,0,0
considerably,considerably,1,1,0,0,0,0,0
above,above,1,1,0,0,0,0,0
that,that,1,1,0,0,0,0,0
already,already,1,1,0,0,0,0,0
out,out,1,1,0,0,0,0,0
at,at,1,1,0,0,0,0,0
wholesale,wholesale,1,1,0,0,0,0,0
:,prices',0,0,0,0,0,1,5
prices',without,1,0,1,0,0,1,5
SALE,SALE,1,1,0,0,0,0,0
WILL,WILL,1,1,0,0,0,0,0
BEGIN,BEGIN,1,1,0,0,0,0,0
