oldText,newText,sameLength,editDist_0,NOCORRECTION,editDistAbove1,editDistBelow3,editDist_1andcaseChange,SPELLCHECK,ADDITION,CAPITALIZATION,TYPO
"""The","""The",1,1,1,0,0,0,0,0,0,0
late,late,1,1,1,0,0,0,0,0,0,0
John,John,1,1,1,0,0,0,0,0,0,0
McCullougb.,McCullough.,1,0,0,0,0,0,0,0,0,1
the,the,1,1,1,0,0,0,0,0,0,0
tra-,tra-,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
Gllsey,Gllsey,1,1,1,0,0,0,0,0,0,0
House.,House.,1,1,1,0,0,0,0,0,0,0
0,One,0,0,0,0,0,0,0,1,0,0
•,day,1,0,0,1,0,0,0,1,0,0
One,I,0,0,0,0,0,0,0,1,0,0
day,went,0,0,0,0,0,0,0,1,0,0
there,there,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
call,call,1,1,1,0,0,0,0,0,0,0
on,on,1,1,1,0,0,0,0,0,0,0
him,him,1,1,1,0,0,0,0,0,0,0
),"and,",0,0,0,0,0,0,0,1,0,0
"and,",he,0,0,0,0,0,0,0,1,0,0
he,being,0,0,0,0,0,0,0,1,0,0
word,word,1,1,1,0,0,0,0,0,0,0
.'Actor.',.'Actor.',1,1,1,0,0,0,0,0,0,0
The,The,1,1,1,0,0,0,0,0,0,0
next,next,1,1,1,0,0,0,0,0,0,0
day,day,1,1,1,0,0,0,0,0,0,0
.-;,I,0,0,0,0,0,0,0,1,0,0
I,0,1,0,0,0,0,0,0,0,0,1
0,was,0,0,0,0,0,0,0,1,0,0
passing,passing,1,1,1,0,0,0,0,0,0,0
McCullougb,McCullough,1,0,0,0,0,0,0,0,0,1
on,on,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
street,street,1,1,1,0,0,0,0,0,0,0
when,when,1,1,1,0,0,0,0,0,0,0
The,The,1,1,1,0,0,0,0,0,0,0
most.,most.,1,1,1,0,0,0,0,0,0,0
■,ancient,0,0,0,0,0,0,0,1,0,0
ancient,s,0,0,0,0,0,0,0,1,0,0
s,dictionary,0,0,0,0,0,0,0,1,0,0
dictionary,and,0,0,0,0,0,0,0,1,0,0
"""El",E.,0,0,0,1,1,0,1,0,0,0
A.,A.,1,1,1,0,0,0,0,0,0,0
",",Freeman,0,0,0,0,0,0,0,1,0,0
-0,Attorney-at-Law,0,0,0,0,0,0,0,1,0,0
Jacksor'.C.^,"Jackson,",0,0,0,0,0,0,0,1,0,0
-*2ll,Cal.,0,0,0,0,0,0,0,1,0,0
Court,Court,1,1,1,0,0,0,0,0,0,0
streets.,streets.,1,1,1,0,0,0,0,0,0,0
"TV""",D.B.,0,0,0,0,0,0,0,1,0,0
".'■•""",SPAGNOLI,0,0,0,0,0,0,0,1,0,0
-,Attorney,0,0,0,0,0,0,0,1,0,0
"""",sad,0,0,0,0,0,0,0,1,0,0
;,Counselor,0,0,0,0,0,0,0,1,0,0
0,«t,0,0,0,0,0,0,0,1,0,0
0,Law,0,0,0,0,0,0,0,1,0,0
V;*,"Jackson,",0,0,0,0,0,0,0,1,0,0
"JACKBOW,'CAL.",Cal.,0,0,0,0,0,0,0,1,0,0
;V,A.,1,0,0,1,1,0,1,0,0,0
;,CAMINETTI,0,0,0,0,0,0,0,1,0,0
P.,P.,1,1,1,0,0,0,0,0,0,0
BUFFIN6TON,BUFFINGTON,1,0,0,0,0,0,0,0,0,1
-0,-0,1,1,1,0,0,0,0,0,0,0
:,:,1,1,1,0,0,0,0,0,0,0
;,;,1,1,1,0,0,0,0,0,0,0
:,:,1,1,1,0,0,0,0,0,0,0
i,Editor,0,0,0,0,0,0,0,1,0,0
Editor,and,0,0,0,0,0,0,0,1,0,0
and,Manager,0,0,0,0,0,0,0,1,0,0
-0,March,0,0,0,0,0,0,0,1,0,0
March,8,0,0,0,0,0,0,0,1,0,0
B.^-General,#NAME?,0,0,0,0,0,0,0,1,0,0
Joe,Joe,1,1,1,0,0,0,0,0,0,0
Wheeler,Wheeler,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
"daughter,","daughter,",1,1,1,0,0,0,0,0,0,0
",",Miss,0,0,0,0,0,0,0,1,0,0
Miss,Annie,0,0,0,0,0,0,0,1,0,0
Annie,Wheeler,0,0,0,0,0,0,0,1,0,0
Wheolor,have,0,0,0,0,0,0,0,1,0,0
force.,force.,1,1,1,0,0,0,0,0,0,0
■,LIVE,0,0,0,0,0,0,0,1,0,0
n,BUSINESS,0,0,0,0,0,0,0,1,0,0
:.,HOUSES.,0,0,0,0,0,0,0,1,0,0
S$,Complete,0,0,0,0,0,0,0,1,0,0
1,New,0,0,0,0,0,0,0,1,0,0
1,Stock,0,0,0,0,0,0,0,1,0,0
New,Received,0,0,0,0,0,0,0,1,0,0
"q,",Composed,0,0,0,0,0,0,0,1,0,0
",",of,0,0,0,1,1,0,1,0,0,0
Composed,all,0,0,0,0,0,0,0,1,0,0
of,kinds,0,0,0,0,0,0,0,1,0,0
all,of,0,0,0,0,0,0,0,1,0,0
kinds,goods,1,0,0,1,0,0,0,1,0,0
of,for,0,0,0,1,1,0,1,0,0,0
goods,Winter,0,0,0,0,0,0,0,1,0,0
for,Wear,0,0,0,0,0,0,0,1,0,0
By,Vicuna,0,0,0,0,0,0,0,1,0,0
:,Wool,0,0,0,0,0,0,0,1,0,0
;,Underclothing,0,0,0,0,0,0,0,1,0,0
..,Ready-Made,0,0,0,0,0,0,0,1,0,0
;,Garments,0,0,0,0,0,0,0,1,0,0
Ready-Made,for,0,0,0,0,0,0,0,1,0,0
Garments,Ladies,0,0,0,0,0,0,0,1,0,0
a,Flannelettes,0,0,0,0,0,0,0,1,0,0
•,•,1,1,1,0,0,0,0,0,0,0
•.,•.,1,1,1,0,0,0,0,0,0,0
.county',.county',1,1,1,0,0,0,0,0,0,0
A,A,1,1,1,0,0,0,0,0,0,0
Fresh,Fresh,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
new,new,1,1,1,0,0,0,0,0,0,0
stock,stock,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
•,GROCERIES,0,0,0,0,0,0,0,1,0,0
,AND,0,0,0,0,0,0,0,1,0,0
.GROCERIES,",",0,0,0,0,0,0,0,1,0,0
AND,PROVISIONS,0,0,0,0,0,0,0,1,0,0
t,Fight.,0,0,0,0,0,0,0,1,0,0
Prospect.,Prospect.,1,1,1,0,0,0,0,0,0,0
San,San,1,1,1,0,0,0,0,0,0,0
"Andreas,","Andreas,",1,1,1,0,0,0,0,0,0,0
March,March,1,1,1,0,0,0,0,0,0,0
"17,","17,",1,1,1,0,0,0,0,0,0,0
19U0.,1900,0,0,0,1,1,0,1,0,0,0
%ly,ly,0,0,0,1,1,0,1,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
one,one,1,1,1,0,0,0,0,0,0,0
"side,","side,",1,1,1,0,0,0,0,0,0,0
camo,came,1,0,0,0,0,0,0,0,0,1
near*,near,0,0,0,1,1,0,1,0,0,0
upsetting,upsetting,1,1,1,0,0,0,0,0,0,0
tbe,tbe,1,1,1,0,0,0,0,0,0,0
■,Reports,0,0,0,0,0,0,0,1,0,0
Reports,were,0,0,0,0,0,0,0,1,0,0
were,received,0,0,0,0,0,0,0,1,0,0
received,from,0,0,0,0,0,0,0,1,0,0
from,the,0,0,0,0,0,0,0,1,0,0
the,sub-,0,0,0,0,0,0,0,1,0,0
meaning,meaning,1,1,1,0,0,0,0,0,0,0
of.,of.,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
terra,term,0,0,0,1,1,0,1,0,0,0
"States',!",United,0,0,0,0,0,0,0,1,0,0
as,as,1,1,1,0,0,0,0,0,0,0
applicable,applicable,1,1,1,0,0,0,0,0,0,0
to.,to.,1,1,1,0,0,0,0,0,0,0
Puerto,Puerto,1,1,1,0,0,0,0,0,0,0
..,"Rico,",0,0,0,0,0,0,0,1,0,0
"Rico,",the,0,0,0,0,0,0,0,1,0,0
b.i'ii,b.i'ii,1,1,1,0,0,0,0,0,0,0
aroused,aroused,1,1,1,0,0,0,0,0,0,0
10,10,1,1,1,0,0,0,0,0,0,0
cents,cents,1,1,1,0,0,0,0,0,0,0
worth.,worth.,1,1,1,0,0,0,0,0,0,0
Must,Must,1,1,1,0,0,0,0,0,0,0
Be,Be,1,1,1,0,0,0,0,0,0,0
Filed,Filed,1,1,1,0,0,0,0,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
Hay.,May.,1,0,0,0,0,0,0,0,0,1
Tp,E.,1,0,0,1,1,0,1,0,0,0
A.,A.,1,1,1,0,0,0,0,0,0,0
FREEMAN,FREEMAN,1,1,1,0,0,0,0,0,0,0
Attorney-at-Xaw,Attorney-at-Law,1,0,0,0,0,0,0,0,0,1
"Jackson,","Jackson,",1,1,1,0,0,0,0,0,0,0
Cal.,Cal.,1,1,1,0,0,0,0,0,0,0
ACAMINBTTI,A.,0,0,0,0,0,0,0,1,0,0
~T\,D.,0,0,0,0,0,0,0,1,0,0
li.,B.,0,0,0,1,1,0,1,0,0,0
SPAGNOLI,SPAGNOLI,1,1,1,0,0,0,0,0,0,0
Published,Published,1,1,1,0,0,0,0,0,0,0
Fridays,Fridays,1,1,1,0,0,0,0,0,0,0
by,by,1,1,1,0,0,0,0,0,0,0
Six,Six,1,1,1,0,0,0,0,0,0,0
Months,Months,1,1,1,0,0,0,0,0,0,0
...„.•,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,0,0,0,0,0,0,0
25,25,1,1,1,0,0,0,0,0,0,0
P.,P.,1,1,1,0,0,0,0,0,0,0
BUFFIN6TON,BUFFINGTON,1,0,0,0,0,0,0,0,0,1
:,:,1,1,1,0,0,0,0,0,0,0
",",",",1,1,1,0,0,0,0,0,0,0
i),:,0,0,0,1,1,0,1,0,0,0
,:,0,0,0,1,1,0,1,0,0,0
:,0,1,0,0,0,0,0,0,0,0,1
:,Editor,0,0,0,0,0,0,0,1,0,0
0,and,0,0,0,0,0,0,0,1,0,0
Editor,Manager,0,0,0,0,0,0,0,1,0,0
in,MUCH,0,0,0,0,0,0,0,1,0,0
mini,CAPITAL,0,0,0,0,0,0,0,1,0,0
is,IS,1,0,0,1,1,0,1,0,0,0
inn,INVESTED,0,0,0,0,0,0,0,1,0,0
in,IN,1,0,0,1,1,0,1,0,0,0
mi,THE,0,0,0,0,0,0,0,1,0,0
hhri,INDUSTRY,0,0,0,0,0,0,0,1,0,0
The,The,1,1,1,0,0,0,0,0,0,0
continuous.,continuous,0,0,0,1,1,0,1,0,0,0
bucket,bucket,1,1,1,0,0,0,0,0,0,0
type,type,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
dredge,dredge,1,1,1,0,0,0,0,0,0,0
three-fourths,three-fourths,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the'V,the,0,0,0,1,1,0,1,0,0,0
boat's',boat's',1,1,1,0,0,0,0,0,0,0
length^,length.,1,0,0,0,0,0,0,0,0,1
The,The,1,1,1,0,0,0,0,0,0,0
buckets,buckets,1,1,1,0,0,0,0,0,0,0
are,are,1,1,1,0,0,0,0,0,0,0
:,generally,0,0,0,0,0,0,0,1,0,0
!,thirty-,0,0,0,0,0,0,0,1,0,0
eight,eight,1,1,1,0,0,0,0,0,0,0
.in.,in.,0,0,0,1,1,0,1,0,0,0
number,number,1,1,1,0,0,0,0,0,0,0
".of,",".of,",1,1,1,0,0,0,0,0,0,0
three,three,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
one-,one-,1,1,1,0,0,0,0,0,0,0
quarter,quarter,1,1,1,0,0,0,0,0,0,0
cubic,cubic,1,1,1,0,0,0,0,0,0,0
feet,feet,1,1,1,0,0,0,0,0,0,0
"capacity,'","capacity,",0,0,0,1,1,0,1,0,0,0
fastenotFon,fastened,0,0,0,0,0,0,0,1,0,0
to,to,1,1,1,0,0,0,0,0,0,0
whatever,whatever,1,1,1,0,0,0,0,0,0,0
point,point,1,1,1,0,0,0,0,0,0,0
is,is,1,1,1,0,0,0,0,0,0,0
designed.,designed.,1,1,1,0,0,0,0,0,0,0
0,If,0,0,0,1,1,0,1,0,0,0
If,suc-,0,0,0,0,0,0,0,1,0,0
"cessful,","cessful,",1,1,1,0,0,0,0,0,0,0
this,this,1,1,1,0,0,0,0,0,0,0
plan,plan,1,1,1,0,0,0,0,0,0,0
.will,.will,1,1,1,0,0,0,0,0,0,0
add,add,1,1,1,0,0,0,0,0,0,0
much,much,1,1,1,0,0,0,0,0,0,0
#NAME?,to,0,0,0,0,0,0,0,1,0,0
",",BORN.,0,0,0,0,0,0,0,1,0,0
MOYLE.—,MOYLE.—,1,1,1,0,0,0,0,0,0,0
In,In,1,1,1,0,0,0,0,0,0,0
South,South,1,1,1,0,0,0,0,0,0,0
"Jackson,","Jackson,",1,1,1,0,0,0,0,0,0,0
March,March,1,1,1,0,0,0,0,0,0,0
16,"16,",0,0,0,1,1,0,1,0,0,0
"1000,",1900,0,0,0,1,1,0,1,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
:,Mr.,0,0,0,0,0,0,0,1,0,0
Mr.,and,1,0,0,1,0,0,0,1,0,0
and,Mrs.,0,0,0,0,0,0,0,1,0,0
Mrs.,John,1,0,0,1,0,0,0,1,0,0
John,"Moyle,",0,0,0,0,0,0,0,1,0,0
Moy,a,0,0,0,0,0,0,0,1,0,0
"le,",daughter.,0,0,0,0,0,0,0,1,0,0
,Mr.,0,0,0,0,0,0,0,1,0,0
Mr.,and,1,0,0,1,0,0,0,1,0,0
and,Mrs.,0,0,0,0,0,0,0,1,0,0
Mrs.,Sherman,0,0,0,0,0,0,0,1,0,0
Sherman,"Clark,",0,0,0,0,0,0,0,1,0,0
"Clark,",a,0,0,0,0,0,0,0,1,0,0
a,daughter.,0,0,0,0,0,0,0,1,0,0
,Notice,0,0,0,0,0,0,0,1,0,0
Notice,to,0,0,0,0,0,0,0,1,0,0
to,Creditors.,0,0,0,0,0,0,0,1,0,0
•,Estate,0,0,0,0,0,0,0,1,0,0
Estate,of,0,0,0,0,0,0,0,1,0,0
of,Rudolph,0,0,0,0,0,0,0,1,0,0
Rudolph,"Schneebely,",0,0,0,0,0,0,0,1,0,0
"Schneebely,",deceased.,0,0,0,0,0,0,0,1,0,0
"""\rOTICE",NOTICE,0,0,0,0,0,0,0,1,0,0
IS,IS,1,1,1,0,0,0,0,0,0,0
HEREBY.,HEREBY.,1,1,1,0,0,0,0,0,0,0
GIVEN,GIVEN,1,1,1,0,0,0,0,0,0,0
BY,BY,1,1,1,0,0,0,0,0,0,0
"THe""",THE,0,0,0,1,1,0,1,0,0,0
.!_&gt;,"undersigned,",0,0,0,0,0,0,0,1,0,0
"undersigned,",administrator,0,0,0,0,0,0,0,1,0,0
administrator,of,0,0,0,0,0,0,0,1,0,0
of,the,0,0,0,0,0,0,0,1,0,0
the-,estate,0,0,0,0,0,0,0,1,0,0
estate,of,0,0,0,0,0,0,0,1,0,0
Rudolph,Rudolph,1,1,1,0,0,0,0,0,0,0
"Scbnrcbely,","Schneebely,",1,0,0,1,0,0,0,1,0,0
"deceased,-","deceased,-",1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
creditors,creditors,1,1,1,0,0,0,0,0,0,0
LIVE,LIVE,1,1,1,0,0,0,0,0,0,0
:,BUSINESS,0,0,0,0,0,0,0,1,0,0
BUSINESS,HOUSES.,0,0,0,0,0,0,0,1,0,0
HOUSES.,0,0,0,0,0,0,0,0,1,0,0
•i,Complete,0,0,0,0,0,0,0,1,0,0
•i;,New,0,0,0,0,0,0,0,1,0,0
11I5W,Stock,1,0,0,1,0,0,0,1,0,0
i3IOGK,Received,0,0,0,0,0,0,0,1,0,0
g±i,Composed,0,0,0,0,0,0,0,1,0,0
\,of,0,0,0,1,1,0,1,0,0,0
Composed,all,0,0,0,0,0,0,0,1,0,0
of,kinds,0,0,0,0,0,0,0,1,0,0
all,of,0,0,0,0,0,0,0,1,0,0
kinds,goods,1,0,0,1,0,0,0,1,0,0
of,for,0,0,0,1,1,0,1,0,0,0
goods,Winter,0,0,0,0,0,0,0,1,0,0
for,Wear,0,0,0,0,0,0,0,1,0,0
Hi,Vicuna,0,0,0,0,0,0,0,1,0,0
,Wool,0,0,0,0,0,0,0,1,0,0
VlCHTlrl,Underclothing,0,0,0,0,0,0,0,1,0,0
v'a,a,0,0,0,1,1,0,1,0,0,0
Good,Good,1,1,1,0,0,0,0,0,0,0
Time.,Time.,1,1,1,0,0,0,0,0,0,0
Charles,Charles,1,1,1,0,0,0,0,0,0,0
Bornetti,Burnetti,1,0,0,0,0,0,0,0,0,1
Injured,Injured,1,1,1,0,0,0,0,0,0,0
By,By,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
Falling,Falling,1,1,1,0,0,0,0,0,0,0
Bock,Bock,1,1,1,0,0,0,0,0,0,0
"Canyon,","Canyon,",1,1,1,0,0,0,0,0,0,0
March,March,1,1,1,0,0,0,0,0,0,0
"38,","28,",1,0,0,0,0,0,0,0,0,1
I'JOO.,1900,0,0,0,0,0,0,0,1,0,0
Angels,Angels,1,1,1,0,0,0,0,0,0,0
puid,paid,1,0,0,0,0,0,0,0,0,1
Canyon,Canyon,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
vinit,visit,1,0,0,0,0,0,0,0,0,1
last,last,1,1,1,0,0,0,0,0,0,0
week.,week.,1,1,1,0,0,0,0,0,0,0
into,into,1,1,1,0,0,0,0,0,0,0
tho,tho,1,1,1,0,0,0,0,0,0,0
housi;,house,0,0,0,1,1,0,1,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
J.,J.,1,1,1,0,0,0,0,0,0,0
Dohman.,Dohman.,1,1,1,0,0,0,0,0,0,0
"Plymouth,'","Plymouth,",0,0,0,1,1,0,1,0,0,0
visited,visited,1,1,1,0,0,0,0,0,0,0
Canyon,Canyon,1,1,1,0,0,0,0,0,0,0
last,last,1,1,1,0,0,0,0,0,0,0
week.,week.,1,1,1,0,0,0,0,0,0,0
Misses,Misses,1,1,1,0,0,0,0,0,0,0
Emma,Emma,1,1,1,0,0,0,0,0,0,0
Faictta,Faretta,1,0,0,1,1,0,1,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
Laura,Laura,1,1,1,0,0,0,0,0,0,0
Smith's,Smith's,1,1,1,0,0,0,0,0,0,0
Flat,Flat,1,1,1,0,0,0,0,0,0,0
yestorday.,yesterday.,1,0,0,0,0,0,0,0,0,1
Miss,Miss,1,1,1,0,0,0,0,0,0,0
F'iretta,Faretta,0,0,0,1,1,0,1,0,0,0
is,is,1,1,1,0,0,0,0,0,0,0
visiting,visiting,1,1,1,0,0,0,0,0,0,0
relatives,relatives,1,1,1,0,0,0,0,0,0,0
here.,here.,1,1,1,0,0,0,0,0,0,0
Mr.,Mr.,1,1,1,0,0,0,0,0,0,0
George,George,1,1,1,0,0,0,0,0,0,0
Gleason.d,"Gleason,",0,0,0,1,1,0,1,0,0,0
who,who,1,1,1,0,0,0,0,0,0,0
has*,has,0,0,0,1,1,0,1,0,0,0
been,been,1,1,1,0,0,0,0,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
"Dakota,","Dakota,",1,1,1,0,0,0,0,0,0,0
returned.,returned.,1,1,1,0,0,0,0,0,0,0
last;,last;,1,1,1,0,0,0,0,0,0,0
week,week,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
Visit,visit,1,0,0,0,0,1,0,0,1,0
friends,friends,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
relatives,relatives,1,1,1,0,0,0,0,0,0,0
In,In,1,1,1,0,0,0,0,0,0,0
Madera,Madera,1,1,1,0,0,0,0,0,0,0
"county""""",county.,0,0,0,1,1,0,1,0,0,0
Mr.,Mr.,1,1,1,0,0,0,0,0,0,0
"Town'er,","Towner,",0,0,0,1,1,0,1,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
gospel,gospel,1,1,1,0,0,0,0,0,0,0
singer.^ar-,singer,0,0,0,0,0,0,0,1,0,0
rived,rived,1,1,1,0,0,0,0,0,0,0
Saturday,Saturday,1,1,1,0,0,0,0,0,0,0
night.,night.,1,1,1,0,0,0,0,0,0,0
"sisters,","sisters,",1,1,1,0,0,0,0,0,0,0
#NAME?,#NAME?,1,1,1,0,0,0,0,0,0,0
Moyle,Moyle,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
"Mrs.""",Mrs.,0,0,0,1,1,0,1,0,0,0
"Cole,","Cole,",1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
Mr.,Mr.,1,1,1,0,0,0,0,0,0,0
"Northey,","Northey,",1,1,1,0,0,0,0,0,0,0
visited,visited,1,1,1,0,0,0,0,0,0,0
relatives,relatives,1,1,1,0,0,0,0,0,0,0
here,here,1,1,1,0,0,0,0,0,0,0
"Mrs.""",Mrs.,0,0,0,1,1,0,1,0,0,0
Susie,Susie,1,1,1,0,0,0,0,0,0,0
Inman,Inman,1,1,1,0,0,0,0,0,0,0
spent,spent,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
few,few,1,1,1,0,0,0,0,0,0,0
days,days,1,1,1,0,0,0,0,0,0,0
last,last,1,1,1,0,0,0,0,0,0,0
week,week,1,1,1,0,0,0,0,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
Jackson.,Jackson.,1,1,1,0,0,0,0,0,0,0
Miss,Miss,1,1,1,0,0,0,0,0,0,0
Lynch,Lynch,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
San,San,1,1,1,0,0,0,0,0,0,0
Francisco,Francisco,1,1,1,0,0,0,0,0,0,0
i,is,0,0,0,1,1,0,1,0,0,0
3,here,0,0,0,0,0,0,0,1,0,0
Amador,Amador,1,1,1,0,0,0,0,0,0,0
City.,City.,1,1,1,0,0,0,0,0,0,0
visited,visited,1,1,1,0,0,0,0,0,0,0
relatives,relatives,1,1,1,0,0,0,0,0,0,0
here,here,1,1,1,0,0,0,0,0,0,0
Sunday.,Sunday.,1,1,1,0,0,0,0,0,0,0
took*,took,0,0,0,1,1,0,1,0,0,0
place,place,1,1,1,0,0,0,0,0,0,0
at,at,1,1,1,0,0,0,0,0,0,0
Sutter,Sutter,1,1,1,0,0,0,0,0,0,0
"Creek""","Creek""",1,1,1,0,0,0,0,0,0,0
Sunday,Sunday,1,1,1,0,0,0,0,0,0,0
afternoon.!;',afternoon.',0,0,0,1,1,0,1,0,0,0
guest,guest,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
Miss,Miss,1,1,1,0,0,0,0,0,0,0
Martin.,Martin.,1,1,1,0,0,0,0,0,0,0
Mr.,Mr.,1,1,1,0,0,0,0,0,0,0
Whitaker,Whitaker,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
Mr/,Mr.,1,0,0,0,0,0,0,0,0,1
Little,Little,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
Sut-,Sut-,1,1,1,0,0,0,0,0,0,0
Monday,Monday,1,1,1,0,0,0,0,0,0,0
night.,night.,1,1,1,0,0,0,0,0,0,0
Assessment,Assessment,1,1,1,0,0,0,0,0,0,0
Notice.,Notice.,1,1,1,0,0,0,0,0,0,0
on,on,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
ninth,ninth,1,1,1,0,0,0,0,0,0,0
day,day,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
"February,","February,",1,1,1,0,0,0,0,0,0,0
"19U0,","1900,",1,0,0,0,0,0,0,0,0,1
an,an,1,1,1,0,0,0,0,0,0,0
assess-,assess-,1,1,1,0,0,0,0,0,0,0
S3,MISCELLANEOUS.,0,0,0,0,0,0,0,1,0,0
THE,The,1,0,0,1,1,0,1,0,0,0
~ISOCTOR^^,Doctors,0,0,0,0,0,0,0,1,0,0
WT^aMMWSo.,Dr.,0,0,0,0,0,0,0,1,0,0
A,A,1,1,1,0,0,0,0,0,0,0
Serious,Serious,1,1,1,0,0,0,0,0,0,0
Accident,Accident,1,1,1,0,0,0,0,0,0,0
at,at,1,1,1,0,0,0,0,0,0,0
i,the,0,0,0,0,0,0,0,1,0,0
ACTED,SUSPECTED,0,0,0,0,0,0,0,1,0,0
THIEVES,THIEVES,1,1,1,0,0,0,0,0,0,0
ARE,ARE,1,1,1,0,0,0,0,0,0,0
PLACED,PLACED,1,1,1,0,0,0,0,0,0,0
UNDER,UNDER,1,1,1,0,0,0,0,0,0,0
ARREST,ARREST,1,1,1,0,0,0,0,0,0,0
Eerioui,Serious,1,0,0,1,1,0,1,0,0,0
■,Results.-,0,0,0,0,0,0,0,1,0,0
Eeßult».4Tliey,They,0,0,0,0,0,0,0,1,0,0
Stole,Stole,1,1,1,0,0,0,0,0,0,0
"-""Canned*",Canned*,0,0,0,1,1,0,1,0,0,0
Fruit*,Fruit.,1,0,0,0,0,0,0,0,0,1
"Prospect,","Prospect,",1,1,1,0,0,0,0,0,0,0
San,San,1,1,1,0,0,0,0,0,0,0
"Andreas,","Andreas,",1,1,1,0,0,0,0,0,0,0
March,March,1,1,1,0,0,0,0,0,0,0
"31,","31,",1,1,1,0,0,0,0,0,0,0
19,1900,0,0,0,1,1,0,1,0,0,0
If,If,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
rivalry,rivalry,1,1,1,0,0,0,0,0,0,0
:,between,0,0,0,0,0,0,0,1,0,0
Ifetween,#NAME?,0,0,0,0,0,0,0,1,0,0
#NAME?,various,0,0,0,0,0,0,0,1,0,0
guncl.ubs,gunclubs,0,0,0,1,1,0,1,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
(,this,0,0,0,0,0,0,0,1,0,0
th^&gt;,county,0,0,0,0,0,0,0,1,0,0
county,"continues,",0,0,0,0,0,0,0,1,0,0
"continues,",it,0,0,0,0,0,0,0,1,0,0
wouldfbe,would,0,0,0,0,0,0,0,1,0,0
0,be,0,0,0,1,1,0,1,0,0,0
"idTisubie,",advisable,0,0,0,0,0,0,0,1,0,0
;,for,0,0,0,0,0,0,0,1,0,0
for,the,1,0,0,1,0,0,0,1,0,0
"*,",club,0,0,0,0,0,0,0,1,0,0
"the,'",that,0,0,0,0,0,0,0,1,0,0
would,would,1,1,1,0,0,0,0,0,0,0
take,take,1,1,1,0,0,0,0,0,0,0
the',the,0,0,0,1,1,0,1,0,0,0
leaivto,"lead,",0,0,0,0,0,0,0,1,0,0
lend,to,0,0,0,0,0,0,0,1,0,0
for,send,0,0,0,0,0,0,0,1,0,0
Dr.B/,for,0,0,0,0,0,0,0,1,0,0
RepnbUean.,Republican.,0,0,0,0,0,0,0,1,0,0
"Placarville,","Placerville,",1,0,0,0,0,0,0,0,0,1
March,March,1,1,1,0,0,0,0,0,0,0
"20,","20,",1,1,1,0,0,0,0,0,0,0
1900.,1900,0,0,0,1,1,0,1,0,0,0
Louis,Louis,1,1,1,0,0,0,0,0,0,0
Ferrari,Ferrari,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
New,Newtown,0,0,0,0,0,0,0,1,0,0
town,was,0,0,0,0,0,0,0,1,0,0
